tract,below_fpl,below_200fpl,fpl_universe,below_fpl_pct,below_200fpl_pct,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037480804,421,1188,4675,9,25.4,District 1,City of Alhambra,SPA 3 - San Gabriel,8861,8950019.60546875,14968.2935457968
06037480901,767,1435,3876,19.8,37,District 1,City of Alhambra,SPA 3 - San Gabriel,8862,10257085.2460938,12994.8664924842
06037480902,989,1952,4012,24.7,48.7,District 1,City of Alhambra,SPA 3 - San Gabriel,8863,5550072.50585938,10233.3326339056
06037480903,421,975,2835,14.9,34.4,District 1,City of Alhambra,SPA 3 - San Gabriel,8864,8658927.79394531,11773.7647594163
06037481001,689,1631,4302,16,37.9,District 1,City of Alhambra,SPA 3 - San Gabriel,8865,11291113.3544922,15887.2338553649
06037481002,654,1679,5746,11.4,29.2,District 1,City of Alhambra,SPA 3 - San Gabriel,8866,10088321.6542969,13721.2227027059
06037481101,547,1276,3994,13.7,31.9,District 1,City of San Gabriel,SPA 3 - San Gabriel,8867,9550338.18652344,13242.1036314215
06037481102,403,1030,3502,11.5,29.4,District 1,City of San Gabriel,SPA 3 - San Gabriel,8868,6610932.24804688,11769.3317184118
06037481103,879,1680,5276,16.7,31.8,District 1,City of San Gabriel,SPA 3 - San Gabriel,8869,15116503.3017578,16981.2742815119
06037481201,685,1298,3908,17.5,33.2,District 5,City of Temple City,SPA 3 - San Gabriel,8870,11138071.9335938,16410.9580899794
06037481203,512,2545,6768,7.6,37.6,District 1,Unincorporated - Northeast San Gabriel,SPA 3 - San Gabriel,8871,16788772.2724609,17183.593039344
06037481300,196,1254,3072,6.4,40.8,District 1,City of Rosemead,SPA 3 - San Gabriel,8872,9501497.76269531,13761.7488684175
06037481401,846,1722,5399,15.7,31.9,District 1,City of San Gabriel,SPA 3 - San Gabriel,8873,13007009.1123047,16272.0007465176
06037481403,560,964,3113,18,31,District 1,City of San Gabriel,SPA 3 - San Gabriel,8874,8808698.203125,17774.0285425603
06037481404,402,1195,3867,10.4,30.9,District 1,City of San Gabriel,SPA 3 - San Gabriel,8875,10939977.3232422,14306.5010809678
06037481500,520,1163,4325,12,26.9,District 1,City of Alhambra,SPA 3 - San Gabriel,8876,23733951.2382813,23926.8743117471
06037481603,346,940,3558,9.7,26.4,District 1,City of Alhambra,SPA 3 - San Gabriel,8877,7082685.70410156,11968.8619776325
06037481604,339,972,4175,8.1,23.3,District 1,City of Alhambra,SPA 3 - San Gabriel,8878,6717656.04882813,11092.421359826
06037481605,373,790,2811,13.3,28.1,District 1,City of Alhambra,SPA 3 - San Gabriel,8879,8160540.8125,13790.5395461172
06037481606,782,2013,4916,15.9,40.9,District 1,City of Alhambra,SPA 3 - San Gabriel,8880,9275185.53710938,14834.2466349075
06037481711,598,1914,4183,14.3,45.8,District 1,City of Monterey Park,SPA 3 - San Gabriel,8881,4817702.82910156,8918.76170287247
06037481712,1141,3157,5182,22,60.9,District 1,City of Monterey Park,SPA 3 - San Gabriel,8882,7783052.33007813,12224.1941316127
06037481713,466,1070,2727,17.1,39.2,District 1,City of Monterey Park,SPA 3 - San Gabriel,8883,5001888.171875,10225.2840662925
06037481714,841,1314,2595,32.4,50.6,District 1,City of Monterey Park,SPA 3 - San Gabriel,8884,4879897.6484375,10193.6742368223
06037481800,89,166,2276,3.9,7.3,District 1,City of Alhambra,SPA 3 - San Gabriel,8885,8928693.49804688,12643.5021949038
06037481901,359,1105,5529,6.5,20,District 1,City of Alhambra,SPA 3 - San Gabriel,8886,19796459.9199219,19561.7405744325
06037481902,349,1090,3319,10.5,32.8,District 1,City of Alhambra,SPA 3 - San Gabriel,8887,9464454.20507813,17643.9599350857
06037482001,109,268,2647,4.1,10.1,District 1,City of Monterey Park,SPA 3 - San Gabriel,8888,31740089.5712891,25455.0455990946
06037482002,645,1374,6816,9.5,20.2,District 1,City of Monterey Park,SPA 3 - San Gabriel,8889,26801534.7294922,22586.9806402096
06037482101,559,1428,4517,12.4,31.6,District 1,City of Monterey Park,SPA 3 - San Gabriel,8890,12324529.6015625,16501.5591417779
06037482102,238,813,3264,7.3,24.9,District 1,City of Monterey Park,SPA 3 - San Gabriel,8891,11793123.2802734,14776.9971440009
06037482201,727,1591,3830,19,41.5,District 1,City of Monterey Park,SPA 3 - San Gabriel,8892,8362194.49902344,11964.9459673424
06037482202,716,2605,5431,13.2,48,District 1,City of Monterey Park,SPA 3 - San Gabriel,8893,6959529.27734375,10544.484035594
06037482301,702,1856,4855,14.5,38.2,District 1,City of San Gabriel,SPA 3 - San Gabriel,8894,9437947.70605469,17053.3344188967
06037482303,828,1880,4758,17.4,39.5,District 1,City of Rosemead,SPA 3 - San Gabriel,8895,10623862.1367188,14783.8533462828
06037482304,582,1536,2819,20.6,54.5,District 1,City of Rosemead,SPA 3 - San Gabriel,8896,6688063.46679688,12815.2110325787
06037482401,474,1428,3647,13,39.2,District 1,City of Rosemead,SPA 3 - San Gabriel,8897,9109162.8828125,12332.7983326079
06037482403,743,1493,3254,22.8,45.9,District 1,City of Rosemead,SPA 3 - San Gabriel,8898,10286122.4755859,13086.5245430215
06037482404,124,980,3365,3.7,29.1,District 1,City of Rosemead,SPA 3 - San Gabriel,8899,10284266.7158203,15005.4917120966
06037482502,765,1655,3518,21.7,47,District 1,City of Rosemead,SPA 3 - San Gabriel,8900,6871732.94238281,10475.7011482752
06037482503,666,1542,4007,16.6,38.5,District 1,City of Rosemead,SPA 3 - San Gabriel,8901,7911506.79199219,11314.3795761389
06037482521,385,1726,5157,7.5,33.5,District 1,Unincorporated - South San Gabriel,SPA 3 - San Gabriel,8902,16714454.2050781,18531.8034408654
06037482522,210,856,4064,5.2,21.1,District 1,City of Montebello,SPA 7 - East,8903,17724396.1005859,19070.141036373
06037482600,303,1532,6377,4.8,24,District 1,City of Monterey Park,SPA 3 - San Gabriel,8904,30470119.3916016,24280.7704531025
06037482701,454,1095,3817,11.9,28.7,District 1,City of Monterey Park,SPA 3 - San Gabriel,8905,13231983.6103516,25034.5262849696
06037482702,182,344,2377,7.7,14.5,District 1,City of Monterey Park,SPA 3 - San Gabriel,8906,7762416.04785156,13723.9209574272
06037482801,496,920,3826,13,24,District 1,City of Monterey Park,SPA 3 - San Gabriel,8907,34033731.1416016,30235.5792465139
06037500100,70,289,3671,1.9,7.9,District 4,City of La Habra Heights,SPA 7 - East,8908,108664660.612305,50434.6059261597
06037500202,168,372,4808,3.5,7.7,District 4,City of Whittier,SPA 7 - East,8909,68470239.9492188,40918.0528662922
06037500203,105,294,3976,2.6,7.4,District 4,City of Whittier,SPA 7 - East,8910,20227645.4179688,22708.744498923
06037500204,125,181,2356,5.3,7.7,District 4,City of La Habra Heights,SPA 7 - East,8911,57205334.0683594,39351.0237402727
06037500300,113,310,2691,4.2,11.5,District 4,Unincorporated - Whittier,SPA 7 - East,8912,95886637.4394531,44549.4117645463
06037500402,338,1567,4651,7.3,33.7,District 4,City of Pico Rivera,SPA 7 - East,8913,14350764.8876953,15350.4193675365
06037500403,806,1177,3828,21.1,30.7,District 4,City of Pico Rivera,SPA 7 - East,8914,23460662.5917969,30314.8197220798
06037500404,250,1046,4364,5.7,24,District 4,City of Pico Rivera,SPA 7 - East,8915,12678405.7041016,14823.5573058522
06037500500,289,1037,2810,10.3,36.9,District 4,City of Pico Rivera,SPA 7 - East,8916,7379755.24804688,11311.3436262358
06037500600,458,1368,5845,7.8,23.4,District 4,City of Pico Rivera,SPA 7 - East,8917,12724259.9814453,14569.5596720695
06037500700,767,1640,6311,12.2,26,District 4,City of Pico Rivera,SPA 7 - East,8918,35241370.2539063,25373.1517699535
06037500800,282,885,4634,6.1,19.1,District 4,City of Pico Rivera,SPA 7 - East,8919,20975062.7822266,18941.3789726317
06037500900,973,1740,5167,18.8,33.7,District 4,City of Pico Rivera,SPA 7 - East,8920,17221472.5019531,17003.4192937526
06037501001,370,857,2980,12.4,28.8,District 4,Unincorporated - West Whittier/Los Nietos,SPA 7 - East,8921,7582501.59082031,11518.7966254189
06037501002,138,744,4587,3,16.2,District 4,Unincorporated - West Whittier/Los Nietos,SPA 7 - East,8922,15811345.8564453,16611.4276714744
06037501200,341,987,4953,6.9,19.9,District 4,City of Whittier,SPA 7 - East,8923,15040516.9960938,17175.3069425465
06037501301,112,576,2978,3.8,19.3,District 4,City of Whittier,SPA 7 - East,8924,9372790.70898438,15675.69016837
06037501302,350,1192,4534,7.7,26.3,District 4,City of Whittier,SPA 7 - East,8925,12331579.0361328,15170.1243241721
06037501400,313,1036,3443,9.1,30.1,District 4,City of Whittier,SPA 7 - East,8926,11501230.6894531,15043.6967345218
06037501501,79,137,1963,4,7,District 4,Unincorporated - Whittier,SPA 7 - East,8927,68589129.5537109,47278.688884846
06037501503,912,2047,5403,16.9,37.9,District 4,City of Whittier,SPA 7 - East,8928,8646074.90332031,12364.7804098205
06037501504,638,1482,3289,19.4,45.1,District 4,City of Whittier,SPA 7 - East,8929,8017253.67675781,12470.4719185894
06037501600,747,1889,6765,11,27.9,District 4,City of Whittier,SPA 7 - East,8930,111025321.423828,49247.8186356056
06037501700,358,759,3770,9.5,20.1,District 4,City of Whittier,SPA 7 - East,8931,14999159.8349609,17073.7454842143
06037501802,295,533,3183,9.3,16.7,District 4,City of Whittier,SPA 7 - East,8932,8442812.89453125,13909.9228576156
06037501803,648,1977,4583,14.1,43.1,District 4,City of Whittier,SPA 7 - East,8933,6334499.94140625,11114.4707152606
06037501804,336,1059,2063,16.3,51.3,District 4,City of Whittier,SPA 7 - East,8934,5723007.609375,11130.7893453781
06037501900,219,1254,4309,5.1,29.1,District 4,City of Whittier,SPA 7 - East,8935,14987292.5048828,16924.2536686943
06037502003,493,1212,2651,18.6,45.7,District 4,City of Whittier,SPA 7 - East,8936,6903407.80957031,10649.51291754
06037502004,399,1286,3662,10.9,35.1,District 4,City of Whittier,SPA 7 - East,8937,14456303.8417969,17517.7108139744
06037502005,244,1152,4392,5.6,26.2,District 4,Unincorporated - South Whittier,SPA 7 - East,8938,11226423.0986328,16147.7962998551
06037502100,642,1418,5128,12.5,27.7,District 4,City of Whittier,SPA 7 - East,8939,20833904.9667969,21138.4185139113
06037502200,459,1284,7093,6.5,18.1,District 4,Unincorporated - West Whittier/Los Nietos,SPA 7 - East,8940,18747085.8710938,18222.4310836176
06037502303,1314,3305,8163,16.1,40.5,District 4,Unincorporated - West Whittier/Los Nietos,SPA 7 - East,8941,25464835.4912109,21621.8663587546
06037502401,332,1746,4911,6.8,35.6,District 4,City of Pico Rivera,SPA 7 - East,8942,10123449.3173828,13238.4378679454
06037502402,248,1088,3425,7.2,31.8,District 4,City of Pico Rivera,SPA 7 - East,8943,9789499.46875,12943.9970537131
06037502500,481,1158,4048,11.9,28.6,District 4,City of Pico Rivera,SPA 7 - East,8944,41276040.4091797,28169.6243909027
06037502602,278,1248,4136,6.7,30.2,District 4,City of Pico Rivera,SPA 7 - East,8945,13680196.6865234,16374.1685692515
06037502603,217,639,3329,6.5,19.2,District 4,City of Pico Rivera,SPA 7 - East,8946,10626447.2412109,14097.6405166359
06037502604,212,830,3667,5.8,22.6,District 4,City of Pico Rivera,SPA 7 - East,8947,10443184.6904297,16994.4708861702
06037502700,589,2006,7440,7.9,27,District 4,City of Santa Fe Springs,SPA 7 - East,8948,74263853.9726563,43855.3254049724
06037502801,447,1580,6449,6.9,24.5,District 4,City of Santa Fe Springs,SPA 7 - East,8949,23981384.4316406,19713.5354946542
06037502901,375,925,5457,6.9,17,District 4,Unincorporated - South Whittier,SPA 7 - East,8950,13399371.0136719,15020.2636481962
06037503000,597,1532,5594,10.7,27.4,District 4,Unincorporated - South Whittier,SPA 7 - East,8951,14255367.1210938,15974.3196553959
06037503103,549,1680,5578,9.8,30.1,District 4,Unincorporated - South Whittier,SPA 7 - East,8952,11546056.8876953,15328.9245010886
06037503104,123,518,2302,5.3,22.5,District 4,Unincorporated - South Whittier,SPA 7 - East,8953,5939774.96386719,10922.8494543182
06037503105,88,404,3392,2.6,11.9,District 4,Unincorporated - South Whittier,SPA 7 - East,8954,12024455.6914063,16757.9235424325
06037503106,478,937,3961,12.1,23.7,District 4,Unincorporated - South Whittier,SPA 7 - East,8955,9955305.31542969,14490.2465206232
06037503201,454,1168,3872,11.7,30.2,District 4,Unincorporated - South Whittier,SPA 7 - East,8956,14511048.7705078,15123.5328991878
06037503202,618,1056,4170,14.8,25.3,District 4,Unincorporated - South Whittier,SPA 7 - East,8957,12228344.4365234,15934.2919893876
06037503301,136,415,3436,4,12.1,District 4,City of Whittier,SPA 7 - East,8958,11752729.2607422,14411.917029314
06037503302,764,2238,6039,12.7,37.1,District 4,Unincorporated - South Whittier,SPA 7 - East,8959,16708658.3974609,17775.0220962864
06037503401,242,1018,7110,3.4,14.3,District 4,City of Whittier,SPA 7 - East,8960,20919123.2685547,18842.9072428752
06037503402,259,732,3786,6.8,19.3,District 4,City of Whittier,SPA 7 - East,8961,17406354.4638672,17797.177140349
06037503501,166,1411,6913,2.4,20.4,District 4,Unincorporated - South Whittier,SPA 7 - East,8962,16526922.8876953,22218.4781587327
06037503502,99,580,3818,2.6,15.2,District 4,Unincorporated - South Whittier,SPA 7 - East,8963,13190219.0732422,17642.9500966828
06037503601,234,451,3936,5.9,11.5,District 4,City of La Mirada,SPA 7 - East,8964,14943398.0546875,16682.9321534814
06037503602,244,368,3784,6.4,9.7,District 4,City of La Mirada,SPA 7 - East,8965,35502820.2939453,25552.9925708519
06037503701,179,871,4884,3.7,17.8,District 4,Unincorporated - East Whittier,SPA 7 - East,8966,12519805.8027344,15392.1150757923
06037503702,254,692,5158,4.9,13.4,District 4,Unincorporated - East La Mirada,SPA 7 - East,8967,17932281.9912109,18758.2573220408
06037503704,233,815,4363,5.3,18.7,District 4,City of La Mirada,SPA 7 - East,8968,16189897.0136719,18014.5801288335
06037503705,137,192,2928,4.7,6.6,District 4,City of La Mirada,SPA 7 - East,8969,12812635.2617188,17409.87225202
06037503801,464,899,3718,12.5,24.2,District 4,City of La Mirada,SPA 7 - East,8970,13789329.5419922,18355.5728617227
06037503802,130,726,5186,2.5,14,District 4,City of La Mirada,SPA 7 - East,8971,14218243.6191406,15633.6170106282
06037503901,70,388,2212,3.2,17.5,District 4,City of La Mirada,SPA 7 - East,8972,9759385.36425781,16071.7621585847
06037503902,225,574,5065,4.4,11.3,District 4,City of La Mirada,SPA 7 - East,8973,56693931.2324219,34973.3145322475
06037504001,341,512,3350,10.2,15.3,District 4,City of La Mirada,SPA 7 - East,8974,15090849.5351563,18033.8406581061
06037504002,325,679,5050,6.4,13.4,District 4,City of La Mirada,SPA 7 - East,8975,16449847.2226563,17788.620610174
06037504101,511,1720,5061,10.1,34,District 4,City of La Mirada,SPA 7 - East,8976,13067334.2001953,15757.7107313696
06037504200,1230,2995,7081,17.4,42.3,District 4,City of Santa Fe Springs,SPA 7 - East,8977,83220431.6503906,54763.0931292818
06037530005,72,480,3428,2.1,14,District 1,City of Montebello,SPA 7 - East,8978,24768868.9873047,30015.2353715175
06037530006,435,1476,4644,9.4,31.8,District 1,City of Montebello,SPA 7 - East,8979,7084666.02539063,13235.3225755309
06037530007,518,1581,6453,8,24.5,District 1,City of Montebello,SPA 7 - East,8980,52057093.4003906,30328.4846848014
06037530101,1453,2381,4895,29.7,48.6,District 1,City of Montebello,SPA 7 - East,8981,10951028.9560547,13893.3461094588
06037530102,543,1822,4699,11.6,38.8,District 1,City of Montebello,SPA 7 - East,8982,14243977.6132813,15895.9293459225
06037530202,355,786,4107,8.6,19.1,District 1,City of Montebello,SPA 7 - East,8983,19440227.4306641,21031.7089502655
06037530203,696,1502,2803,24.8,53.6,District 1,City of Montebello,SPA 7 - East,8984,7957759.80566406,14183.7951410408
06037530204,495,1531,3727,13.3,41.1,District 1,City of Montebello,SPA 7 - East,8985,7157763.81152344,11495.2186830081
06037530301,251,799,2100,12,38,District 1,Unincorporated - East Los Angeles,SPA 7 - East,8986,6271789.84667969,11082.8382662787
06037530302,896,2314,6189,14.5,37.4,District 1,Unincorporated - East Los Angeles,SPA 7 - East,8987,9174976.0546875,13387.5406549597
06037530400,1081,1963,3567,30.3,55,District 1,City of Monterey Park,SPA 7 - East,8988,16582333.3085938,18690.5482647454
06037530500,473,1952,4001,11.8,48.8,District 1,Unincorporated - East Los Angeles,SPA 7 - East,8989,9613039.10253906,12655.033778786
06037530603,585,1664,4386,13.3,37.9,District 1,Unincorporated - East Los Angeles,SPA 7 - East,8990,13376169.9882813,16685.4135670202
06037530700,334,511,1998,16.7,25.6,District 1,Unincorporated - East Los Angeles,SPA 4 - Metro,8991,11206081.3671875,17515.6063220411
06037530801,850,2514,5903,14.4,42.6,District 1,Unincorporated - East Los Angeles,SPA 7 - East,8992,8211637.07324219,12878.7003258902
06037530802,442,1383,3217,13.7,43,District 1,Unincorporated - East Los Angeles,SPA 7 - East,8993,6097529.29785156,12564.6049787708
06037530901,656,1942,3851,17,50.4,District 1,Unincorporated - East Los Angeles,SPA 7 - East,8994,4800493.60058594,8728.27805484878
06037530902,1010,2331,3712,27.2,62.8,District 1,Unincorporated - East Los Angeles,SPA 7 - East,8995,5735064.02441406,11636.5335442613
06037531000,353,1557,4602,7.7,33.8,District 1,Unincorporated - East Los Angeles,SPA 7 - East,8996,10694642.9960938,15485.2157549729
06037531101,650,1823,4509,14.4,40.4,District 1,Unincorporated - East Los Angeles,SPA 7 - East,8997,7557497.76269531,12127.6583011571
06037531102,579,1035,2378,24.3,43.5,District 1,Unincorporated - East Los Angeles,SPA 7 - East,8998,5432011.05664063,9703.34999194261
06037531201,403,1750,4153,9.7,42.1,District 1,Unincorporated - East Los Angeles,SPA 7 - East,8999,6104600.52929688,10854.7563292853
06037531202,989,2356,4493,22,52.4,District 1,Unincorporated - East Los Angeles,SPA 7 - East,9000,4669260.13085938,10291.0296453131
06037531301,981,2580,5335,18.4,48.4,District 1,Unincorporated - East Los Angeles,SPA 7 - East,9001,8545131.57128906,15254.5247207149
06037531302,1351,3014,5587,24.2,53.9,District 1,Unincorporated - East Los Angeles,SPA 7 - East,9002,9501832.921875,15611.4531992138
06037531502,665,1986,3209,20.7,61.9,District 1,Unincorporated - East Los Angeles,SPA 7 - East,9003,4697939.87109375,8969.05657051708
06037531503,325,1003,2440,13.3,41.1,District 1,Unincorporated - East Los Angeles,SPA 7 - East,9004,12552275.7558594,14510.0158953435
06037531504,911,1814,3990,22.8,45.5,District 1,Unincorporated - East Los Angeles,SPA 7 - East,9005,5395804.87011719,10712.9916088116
06037531602,728,1624,3719,19.6,43.7,District 1,Unincorporated - East Los Angeles,SPA 7 - East,9006,4828888.01269531,10203.1519832958
06037531603,469,1656,3456,13.6,47.9,District 1,Unincorporated - East Los Angeles,SPA 7 - East,9007,4703083.79296875,8703.97286897247
06037531604,772,1942,3065,25.2,63.4,District 1,Unincorporated - East Los Angeles,SPA 7 - East,9008,3952303.32421875,8092.15912155089
06037531701,1176,2659,5398,21.8,49.3,District 1,Unincorporated - East Los Angeles,SPA 7 - East,9009,6857956.68066406,11506.2592740675
