tract,below_fpl,below_200fpl,fpl_universe,below_fpl_pct,below_200fpl_pct,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037406602,554,1014,4676,11.8,21.7,District 1,City of West Covina,SPA 3 - San Gabriel,8652,17123035.5869141,18516.2897791342
06037406701,197,879,3191,6.2,27.5,District 1,City of West Covina,SPA 3 - San Gabriel,8653,10148195.4404297,13554.2565107864
06037406702,605,1812,6851,8.8,26.4,District 1,City of West Covina,SPA 3 - San Gabriel,8654,30469700.0214844,24007.9510942646
06037406801,422,776,4801,8.8,16.2,District 1,City of West Covina,SPA 3 - San Gabriel,8655,18663501.1083984,23849.5445507411
06037406903,1227,2192,7245,16.9,30.3,District 1,Unincorporated - Bassett,SPA 3 - San Gabriel,8656,21082529.9121094,19519.8125324157
06037407001,498,1404,5934,8.4,23.7,District 1,Unincorporated - Bassett,SPA 3 - San Gabriel,8657,10738739.59375,14062.2338659622
06037407002,245,757,3359,7.3,22.5,District 1,City of Industry,SPA 3 - San Gabriel,8658,34111705.1416016,25658.3521687309
06037407101,672,1411,4315,15.6,32.7,District 1,City of La Puente,SPA 3 - San Gabriel,8659,12251102.1982422,15224.6001983138
06037407102,393,1681,5415,7.3,31,District 1,City of La Puente,SPA 3 - San Gabriel,8660,9930178.4921875,14539.6168599121
06037407201,264,793,3417,7.7,23.2,District 1,City of La Puente,SPA 3 - San Gabriel,8661,6955646.68261719,11309.0233683549
06037407202,434,673,3027,14.3,22.2,District 1,City of La Puente,SPA 3 - San Gabriel,8662,8682556.02539063,13374.5142338323
06037407301,241,1235,3743,6.4,33,District 1,Unincorporated - West Puente Valley,SPA 3 - San Gabriel,8663,10633047.6083984,15254.5786465491
06037407302,565,875,3593,15.7,24.4,District 1,Unincorporated - West Puente Valley,SPA 3 - San Gabriel,8664,8679660.53613281,12141.7395707559
06037407400,51,190,1848,2.8,10.3,District 1,City of West Covina,SPA 3 - San Gabriel,8665,6534892.61328125,10297.4292539804
06037407501,410,2070,4241,9.7,48.8,District 1,Unincorporated - Valinda,SPA 3 - San Gabriel,8666,12165499.5224609,16937.9585891017
06037407502,272,945,3866,7,24.4,District 1,Unincorporated - Valinda,SPA 3 - San Gabriel,8667,11081593.4189453,15717.263474017
06037407601,318,1184,4203,7.6,28.2,District 1,City of La Puente,SPA 3 - San Gabriel,8668,8434235.2109375,11670.3326582709
06037407602,435,982,4026,10.8,24.4,District 1,City of La Puente,SPA 3 - San Gabriel,8669,9948071.74121094,13193.0828272284
06037407701,534,1548,4389,12.2,35.3,District 1,City of La Puente,SPA 3 - San Gabriel,8670,12402985.5810547,15424.4691950991
06037407702,426,1587,6530,6.5,24.3,District 1,City of La Puente,SPA 3 - San Gabriel,8671,21579956.1210938,22626.2732530434
06037407801,476,1190,5134,9.3,23.2,District 1,Unincorporated - Valinda,SPA 3 - San Gabriel,8672,11508847.8261719,13102.5333704688
06037407802,181,892,3177,5.7,28.1,District 1,City of Industry,SPA 3 - San Gabriel,8673,33598565.5673828,30414.8078532877
06037407901,222,1073,4312,5.1,24.9,District 1,Unincorporated - Valinda,SPA 3 - San Gabriel,8674,11102395.9619141,14077.8126403019
06037407902,123,330,1619,7.6,20.4,District 1,City of West Covina,SPA 3 - San Gabriel,8675,5075594.79492188,9633.17854030043
06037408003,481,690,4668,10.3,14.8,District 1,City of West Covina,SPA 3 - San Gabriel,8676,14617723.3291016,16432.8877700267
06037408004,341,455,2406,14.2,18.9,District 1,City of West Covina,SPA 3 - San Gabriel,8677,6762442.37402344,11757.1282687504
06037408005,306,718,5337,5.7,13.5,District 1,City of West Covina,SPA 3 - San Gabriel,8678,39705386.8642578,26695.9841366722
06037408006,339,1059,3827,8.9,27.7,District 1,City of West Covina,SPA 3 - San Gabriel,8679,35671275.7607422,25331.5075352901
06037408133,473,1643,5985,7.9,27.5,District 1,City of West Covina,SPA 3 - San Gabriel,8680,11451613.4208984,17531.2403531023
06037408134,294,412,2598,11.3,15.9,District 1,City of West Covina,SPA 3 - San Gabriel,8681,9391676.95507813,12118.1658311092
06037408135,833,1417,4331,19.2,32.7,District 1,City of West Covina,SPA 3 - San Gabriel,8682,12112464.0771484,17385.4776262749
06037408136,289,491,3718,7.8,13.2,District 1,City of West Covina,SPA 3 - San Gabriel,8683,10811237.0097656,16953.0620035282
06037408137,502,1183,4099,12.2,28.9,District 1,City of West Covina,SPA 3 - San Gabriel,8684,9039334.9375,14124.3775220183
06037408138,291,1158,4798,6.1,24.1,District 1,Unincorporated - San Jose Hills,SPA 3 - San Gabriel,8685,9710533.65136719,16122.8322205486
06037408139,545,1282,4342,12.6,29.5,District 1,Unincorporated - San Jose Hills,SPA 3 - San Gabriel,8686,8478988.30566406,13014.629646343
06037408140,378,1157,3384,11.2,34.2,District 1,Unincorporated - San Jose Hills,SPA 3 - San Gabriel,8687,9852174.77734375,13150.9719483575
06037408141,884,1444,4014,22,36,District 1,Unincorporated - San Jose Hills,SPA 3 - San Gabriel,8688,11978519.3193359,17054.0305220855
06037408212,469,1379,4748,9.9,29,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,8689,30721179.5205078,22583.0571980264
06037408213,786,2222,5724,13.7,38.8,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,8690,16529677.1513672,20672.7134163532
06037408301,910,2274,5852,15.6,38.9,District 1,Unincorporated - Avocado Heights,SPA 3 - San Gabriel,8691,29130110.0947266,30399.5591654467
06037408302,302,888,3350,9,26.5,District 1,Unincorporated - North Whittier,SPA 3 - San Gabriel,8692,36734534.7548828,31927.5963435863
06037408303,237,648,4087,5.8,15.9,District 1,Unincorporated - North Whittier,SPA 3 - San Gabriel,8693,20941704.2900391,27335.3179494031
06037408401,515,1091,4315,11.9,25.3,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,8694,12356910.4560547,16970.1247253797
06037408402,714,1381,6169,11.6,22.4,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,8695,124530839.466797,59661.7702419508
06037408503,321,1169,6911,4.6,16.9,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,8696,45276197.3564453,37524.2875320267
06037408504,523,1628,5418,9.7,30,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,8697,15275206.9912109,18573.2695997526
06037408505,330,630,2367,13.9,26.6,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,8698,21638099.5830078,21531.9678191171
06037408623,211,677,3117,6.8,21.7,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,8699,10382928.0751953,13507.1082384547
06037408624,344,630,3052,11.3,20.6,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,8700,15031500.3007813,18032.4168635015
06037408625,250,624,3873,6.5,16.1,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,8701,22934940.3085938,20313.1673345702
06037408626,308,764,3778,8.2,20.2,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,8702,26743582.3652344,25473.8920204515
06037408627,250,466,2626,9.5,17.7,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,8703,33702222.2392578,31416.2515936054
06037408628,674,1490,5591,12.1,26.6,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,8704,25303591.2099609,26148.3540167478
06037408629,398,663,3069,13,21.6,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,8705,18973272.3115234,19444.0521939413
06037408631,834,1393,4975,16.8,28,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,8706,15959625.1757813,16563.0152352564
06037408703,595,1153,5514,10.8,20.9,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,8707,183419538.914063,69529.0786562912
06037408705,600,1828,5476,11,33.4,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,8708,20534367.2050781,19007.9512194822
06037408707,366,984,6480,5.6,15.2,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,8709,53625311.9765625,38180.3664352394
06037408722,584,803,4227,13.8,19,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,8710,22936442.0751953,21349.2868682947
06037408724,804,2455,5435,14.8,45.2,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,8711,5964600.64648438,9881.14990352112
06037408725,752,1766,5848,12.9,30.2,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,8712,20856279.1806641,25546.1217729083
06037408800,859,2080,4604,18.7,45.2,District 1,City of Pomona,SPA 3 - San Gabriel,8713,19151068.9462891,19795.8376173771
06037408900,478,942,5450,8.8,17.3,District 5,City of La Verne,SPA 3 - San Gabriel,8714,34067697.6650391,24093.5107512937
06037409000,1623,2623,7435,21.8,35.3,District 1,City of Pomona,SPA 3 - San Gabriel,8715,84555857.2880859,58547.501236198
06037409100,915,1706,5543,16.5,30.8,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,8716,16908574.9824219,23901.4526446294
06037430003,158,244,4848,3.3,5,District 5,City of Duarte,SPA 3 - San Gabriel,8717,128470313.774414,75095.7420662479
06037430004,192,956,3277,5.9,29.2,District 5,City of Duarte,SPA 3 - San Gabriel,8718,12275811.5634766,16466.0119560203
06037430005,190,682,3822,5,17.8,District 5,City of Duarte,SPA 3 - San Gabriel,8719,11164329.4013672,15470.6846375759
06037430101,702,1631,4879,14.4,33.4,District 5,City of Duarte,SPA 3 - San Gabriel,8720,21334324.6640625,19937.5988987217
06037430102,461,1341,4902,9.4,27.4,District 5,City of Duarte,SPA 3 - San Gabriel,8721,13790608.875,18807.3141598725
06037430200,45,75,988,4.6,7.6,District 5,City of Bradbury,SPA 3 - San Gabriel,8722,55677513.4921875,35859.9751912335
06037430301,238,502,4694,5.1,10.7,District 5,City of Monrovia,SPA 3 - San Gabriel,8723,262616702.025391,84409.3134136981
06037430302,434,652,4850,8.9,13.4,District 5,City of Monrovia,SPA 3 - San Gabriel,8724,20898099.6962891,23242.8894936138
06037430400,150,458,4267,3.5,10.7,District 5,City of Arcadia,SPA 3 - San Gabriel,8725,38951140.3134766,34400.6254815243
06037430501,162,398,4513,3.6,8.8,District 5,City of Sierra Madre,SPA 3 - San Gabriel,8726,50611274.390625,32607.7769306476
06037430502,368,668,6444,5.7,10.4,District 5,City of Sierra Madre,SPA 3 - San Gabriel,8727,31695553.2558594,25000.6111493373
06037430600,319,581,4282,7.4,13.6,District 5,City of Arcadia,SPA 3 - San Gabriel,8728,39839200.2265625,35196.74269971
06037430701,283,717,5013,5.6,14.3,District 5,City of Arcadia,SPA 3 - San Gabriel,8729,31955337.3339844,26919.9725092603
06037430721,356,525,3226,11,16.3,District 5,City of Arcadia,SPA 3 - San Gabriel,8730,44239847.2236328,31482.3922112079
06037430723,369,1192,5075,7.3,23.5,District 5,City of Arcadia,SPA 3 - San Gabriel,8731,5198971.97363281,12804.0975759206
06037430724,460,1134,4958,9.3,22.9,District 5,City of Arcadia,SPA 3 - San Gabriel,8732,6209857.32519531,13340.6509267979
06037430801,856,1890,7191,11.9,26.3,District 5,City of Arcadia,SPA 3 - San Gabriel,8733,18401339.1855469,17780.4709383456
06037430802,252,704,4008,6.3,17.6,District 5,City of Arcadia,SPA 3 - San Gabriel,8734,20068335.7841797,19340.7144391898
06037430803,274,644,5063,5.4,12.7,District 5,City of Arcadia,SPA 3 - San Gabriel,8735,24495328.4707031,21553.1821179526
06037430901,450,1137,4159,10.8,27.3,District 5,City of Monrovia,SPA 3 - San Gabriel,8736,12525290.8525391,14926.9563373827
06037430902,289,1296,4979,5.8,26,District 5,City of Monrovia,SPA 3 - San Gabriel,8737,12629616.9941406,16643.7261819805
06037431002,260,783,3056,8.5,25.6,District 5,City of Monrovia,SPA 3 - San Gabriel,8738,14578624.3759766,17048.6418458385
06037431003,1240,1359,4754,26.1,28.6,District 5,City of Monrovia,SPA 3 - San Gabriel,8739,9192794.11230469,13223.4629563185
06037431004,139,518,3343,4.2,15.5,District 5,City of Monrovia,SPA 3 - San Gabriel,8740,9758643.19433594,13607.2721660487
06037431100,782,1588,7319,10.7,21.7,District 5,City of Monrovia,SPA 3 - San Gabriel,8741,32357450.28125,26266.4684424288
06037431200,421,2204,6261,6.7,35.2,District 5,Unincorporated - Duarte,SPA 3 - San Gabriel,8742,16009333.5107422,20104.4155017721
06037431300,204,626,2569,7.9,24.4,District 5,Unincorporated - Monrovia,SPA 3 - San Gabriel,8743,8810571.03710938,14328.7452942918
06037431400,341,1097,3770,9,29.1,District 5,Unincorporated - Arcadia,SPA 3 - San Gabriel,8744,19603461.1503906,19642.5372333055
06037431501,386,1275,3785,10.2,33.7,District 5,City of Temple City,SPA 3 - San Gabriel,8745,11284105.5888672,14510.7636677601
06037431502,550,1067,4475,12.3,23.8,District 5,Unincorporated - Arcadia,SPA 3 - San Gabriel,8746,21890318.1923828,22471.3006109634
06037431600,209,687,3860,5.4,17.8,District 5,City of Arcadia,SPA 3 - San Gabriel,8747,22891921.2109375,21427.0633096698
06037431701,382,889,6323,6,14.1,District 5,City of Arcadia,SPA 3 - San Gabriel,8748,35328793.7011719,25271.9549322204
06037431800,273,1219,5071,5.4,24,District 5,City of Temple City,SPA 3 - San Gabriel,8749,14615008.8291016,16208.3030723593
06037431900,301,830,3688,8.2,22.5,District 5,City of Temple City,SPA 3 - San Gabriel,8750,10680704.0195313,13982.0279222057
06037432001,82,249,1930,4.2,12.9,District 5,City of Temple City,SPA 3 - San Gabriel,8751,7896812.4453125,11904.1405405744
06037432002,611,1468,5416,11.3,27.1,District 5,City of Temple City,SPA 3 - San Gabriel,8752,16279361.9580078,16723.4708642643
06037432101,307,553,4702,6.5,11.8,District 5,City of Temple City,SPA 3 - San Gabriel,8753,12438970.7675781,14572.3544726123
06037432102,347,1064,5463,6.4,19.5,District 5,City of Temple City,SPA 3 - San Gabriel,8754,20163550.1376953,18499.4807214755
06037432201,390,1258,4573,8.5,27.5,District 1,City of Rosemead,SPA 3 - San Gabriel,8755,13120576.6220703,15008.4739870904
06037432202,283,932,3524,8,26.4,District 1,City of Rosemead,SPA 3 - San Gabriel,8756,14204910.6992188,15699.2530088309
06037432300,362,1136,3946,9.2,28.8,District 1,City of El Monte,SPA 3 - San Gabriel,8757,21533801.8779297,20390.4123619489
06037432401,521,1764,4130,12.6,42.7,District 1,City of El Monte,SPA 3 - San Gabriel,8758,11421760.9248047,17833.6320829221
06037432402,996,2292,5350,18.6,42.8,District 1,City of El Monte,SPA 3 - San Gabriel,8759,16225572.9726563,18785.5136749223
06037432501,605,1043,4021,15,25.9,District 1,City of El Monte,SPA 3 - San Gabriel,8760,11375621.3291016,15989.2759792214
06037432502,207,566,4273,4.8,13.2,District 1,City of El Monte,SPA 3 - San Gabriel,8761,18990685.2041016,20914.5342822053
06037432601,1426,2855,6453,22.1,44.2,District 1,City of El Monte,SPA 3 - San Gabriel,8762,15138682.546875,17299.3832290219
06037432602,660,2031,4459,14.8,45.5,District 1,City of El Monte,SPA 3 - San Gabriel,8763,11561443.6416016,14738.6596869205
06037432700,939,1842,4575,20.5,40.3,District 1,City of El Monte,SPA 3 - San Gabriel,8764,20032261.0068359,22452.4979178885
06037432801,657,1105,2296,28.6,48.1,District 1,City of El Monte,SPA 3 - San Gabriel,8765,8667596.31445313,13359.0724995451
06037432802,1279,2760,5365,23.8,51.4,District 1,City of El Monte,SPA 3 - San Gabriel,8766,6409066.04785156,12016.9288791189
06037432901,758,1837,4236,17.9,43.4,District 1,City of Rosemead,SPA 3 - San Gabriel,8767,12191993.6572266,14071.9677491207
06037432902,266,864,2907,9.2,29.7,District 1,City of Rosemead,SPA 3 - San Gabriel,8768,11673345.2431641,14825.1504577062
06037433103,861,2729,6628,13,41.2,District 1,City of El Monte,SPA 3 - San Gabriel,8769,22674165.2861328,23734.2278386743
06037433200,877,2771,5994,14.6,46.2,District 1,City of El Monte,SPA 3 - San Gabriel,8770,19243626.7333984,22801.0125901641
06037433302,37,620,1837,2,33.8,District 1,City of El Monte,SPA 3 - San Gabriel,8771,9148823.42871094,16702.1198270704
06037433304,903,1929,3836,23.5,50.3,District 1,City of El Monte,SPA 3 - San Gabriel,8772,8566096.96484375,12728.4808048853
06037433305,770,1885,4538,17,41.5,District 1,City of El Monte,SPA 3 - San Gabriel,8773,5494034.05566406,12347.3622186985
06037433306,541,1183,2904,18.6,40.7,District 1,City of El Monte,SPA 3 - San Gabriel,8774,4666767.13769531,12126.7465591639
06037433307,502,953,2738,18.3,34.8,District 1,City of El Monte,SPA 3 - San Gabriel,8775,4675145.62890625,12635.0599133754
06037433402,579,2201,4549,12.7,48.4,District 1,City of El Monte,SPA 3 - San Gabriel,8776,6133236.04882813,9717.23578640816
06037433403,1057,2680,4860,21.7,55.1,District 1,City of El Monte,SPA 3 - San Gabriel,8777,7593592.20117188,11906.2086593674
06037433505,512,1618,3981,12.9,40.6,District 1,City of El Monte,SPA 3 - San Gabriel,8778,8353814.82714844,15363.2650412265
06037433506,966,2158,3537,27.3,61,District 1,City of South El Monte,SPA 3 - San Gabriel,8779,17400160.6933594,19510.9051931728
06037433601,307,2118,4873,6.3,43.5,District 1,City of Rosemead,SPA 3 - San Gabriel,8780,12049537.8544922,14390.6279870742
06037433602,593,1250,2730,21.7,45.8,District 1,City of Rosemead,SPA 3 - San Gabriel,8781,10836359.2568359,15963.1227480507
06037433803,773,1274,3240,23.9,39.3,District 1,City of South El Monte,SPA 3 - San Gabriel,8782,12971774.4814453,21467.3907773901
06037433804,1702,2629,4542,37.5,57.9,District 1,City of South El Monte,SPA 3 - San Gabriel,8783,16180828.0820313,18123.9879205058
06037433901,1145,2324,5401,21.2,43,District 1,City of El Monte,SPA 3 - San Gabriel,8784,7763236.60351563,11238.8392796693
06037433903,1468,2872,5422,27.1,53,District 1,City of El Monte,SPA 3 - San Gabriel,8785,9693252.25585938,13208.2179567462
06037434001,689,1804,4408,15.6,40.9,District 1,City of El Monte,SPA 3 - San Gabriel,8786,11357758.3222656,16263.7453032456
06037434003,519,1512,3642,14.3,41.5,District 1,City of El Monte,SPA 3 - San Gabriel,8787,10306616.0820313,15880.4974550483
06037434004,366,901,3136,11.7,28.7,District 1,City of South El Monte,SPA 3 - San Gabriel,8788,7314010.36816406,11904.194000125
06037434100,889,2221,5908,15,37.6,District 1,City of South El Monte,SPA 3 - San Gabriel,8789,26883533.2685547,24141.2748250573
06037460001,33,104,1853,1.8,5.6,District 5,Unincorporated - Kinneloa Mesa,SPA 3 - San Gabriel,8790,55898764.3261719,48331.6103943827
06037460002,65,171,2748,2.4,6.2,District 5,City of Pasadena,SPA 3 - San Gabriel,8791,16833839.3955078,20910.5191351677
06037460101,187,564,5650,3.3,10,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,8792,61611925.7089844,43874.7142585181
06037460200,567,873,5835,9.7,15,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,8793,34223676.7568359,26580.5456221512
06037460301,211,459,4643,4.5,9.9,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,8794,53030337.8837891,39458.7960726994
06037460302,253,1491,4366,5.8,34.2,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,8795,14120738.3310547,17543.7505490704
06037460401,74,268,1093,6.8,24.5,District 5,City of Pasadena,SPA 3 - San Gabriel,8796,58084160.9550781,80640.9361843256
06037460501,152,405,5237,2.9,7.7,District 5,City of La Canada Flintridge,SPA 2 - San Fernando,8797,80132856.4013672,56457.9147365519
06037460502,95,143,4802,2,3,District 5,City of La Canada Flintridge,SPA 2 - San Fernando,8798,27931932.7109375,30109.9124078911
06037460601,170,374,5244,3.2,7.1,District 5,City of La Canada Flintridge,SPA 2 - San Fernando,8799,52699188.4658203,41666.5891371793
06037460700,303,568,4791,6.3,11.9,District 5,City of La Canada Flintridge,SPA 2 - San Fernando,8800,80180946.5048828,43805.6348528165
06037460800,35,95,2792,1.3,3.4,District 5,City of Pasadena,SPA 3 - San Gabriel,8801,72962766.7167969,41639.3713895225
06037460900,1329,2575,6267,21.2,41.1,District 5,City of Pasadena,SPA 3 - San Gabriel,8802,26585435.5283203,24840.9647816102
06037461000,551,989,5406,10.2,18.3,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,8803,19031866.9482422,20734.8373374151
06037461100,537,1306,5153,10.4,25.3,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,8804,21043338.3017578,19627.1574781421
06037461200,109,337,4309,2.5,7.8,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,8805,26191845.9804688,27476.1948325325
06037461300,673,1276,5887,11.4,21.7,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,8806,20902469.4121094,28238.4997824495
06037461400,277,583,2669,10.4,21.8,District 5,City of Pasadena,SPA 3 - San Gabriel,8807,10989542.8339844,15147.3275945341
06037461501,390,920,3559,11,25.8,District 5,City of Pasadena,SPA 3 - San Gabriel,8808,10807760.3183594,13636.864419671
06037461502,973,2314,5382,18.1,43,District 5,City of Pasadena,SPA 3 - San Gabriel,8809,12616574.5869141,14633.1287189965
06037461600,728,1486,5153,14.1,28.8,District 5,City of Pasadena,SPA 3 - San Gabriel,8810,17855749.0458984,17782.1740605344
06037461700,56,136,1323,4.2,10.3,District 5,City of Pasadena,SPA 3 - San Gabriel,8811,23687036.2832031,27347.5387242211
06037461901,1425,2467,4658,30.6,53,District 5,City of Pasadena,SPA 3 - San Gabriel,8812,9449256.03515625,13415.3580113214
06037461902,579,827,1999,29,41.4,District 5,City of Pasadena,SPA 3 - San Gabriel,8813,8983693.04199219,12373.1835899401
06037462001,766,2073,4243,18.1,48.9,District 5,City of Pasadena,SPA 3 - San Gabriel,8814,5511006.35644531,10802.7239234368
06037462002,1399,2010,3577,39.1,56.2,District 5,City of Pasadena,SPA 3 - San Gabriel,8815,5508891.68261719,10785.5804252037
06037462100,346,1115,4678,7.4,23.8,District 5,City of Pasadena,SPA 3 - San Gabriel,8816,11273053.2763672,13715.5911477549
06037462201,1140,1752,3579,31.9,49,District 5,City of Pasadena,SPA 3 - San Gabriel,8817,5766319.34277344,9687.05387958107
06037462202,490,693,3117,15.7,22.2,District 5,City of Pasadena,SPA 3 - San Gabriel,8818,6115347.24414063,9952.31738232611
06037462301,443,1134,3924,11.3,28.9,District 5,City of Pasadena,SPA 3 - San Gabriel,8819,6793086.76464844,10720.6373074531
06037462302,619,1422,3377,18.3,42.1,District 5,City of Pasadena,SPA 3 - San Gabriel,8820,7563810.203125,11246.3473311305
06037462400,498,931,3865,12.9,24.1,District 5,City of Pasadena,SPA 3 - San Gabriel,8821,14128500.2441406,15477.1661728456
06037462500,177,420,6410,2.8,6.6,District 5,City of Pasadena,SPA 3 - San Gabriel,8822,27792728.9599609,30199.8548767389
06037462600,215,347,2382,9,14.6,District 5,City of Pasadena,SPA 3 - San Gabriel,8823,11326996.0244141,15505.7893837514
06037462700,1013,1394,5668,17.9,24.6,District 5,City of Pasadena,SPA 3 - San Gabriel,8824,17936278.7353516,17398.0230802238
06037462800,378,623,2919,12.9,21.3,District 5,City of Pasadena,SPA 3 - San Gabriel,8825,12226095.9472656,14971.4860311261
06037462900,210,604,3654,5.7,16.5,District 5,City of Pasadena,SPA 3 - San Gabriel,8826,25101005.7529297,21219.0953749868
06037463000,226,597,2691,8.4,22.2,District 5,City of Pasadena,SPA 3 - San Gabriel,8827,19551604.046875,18109.0993180652
06037463103,364,924,5567,6.5,16.6,District 5,Unincorporated - East Pasadena,SPA 3 - San Gabriel,8828,39787027.6494141,39436.5313305992
06037463200,322,480,3225,10,14.9,District 5,City of Pasadena,SPA 3 - San Gabriel,8829,17344787.2509766,22679.8481135626
06037463300,132,299,2014,6.6,14.8,District 5,Unincorporated - San Pasqual,SPA 3 - San Gabriel,8830,7158948.27636719,12847.7780268412
06037463400,525,1103,5869,8.9,18.8,District 5,City of Pasadena,SPA 3 - San Gabriel,8831,20621946.4384766,24317.3237126193
06037463500,566,1409,5181,10.9,27.2,District 5,City of Pasadena,SPA 3 - San Gabriel,8832,18209125.1005859,17399.0842060685
06037463601,725,1316,6192,11.7,21.3,District 5,City of Pasadena,SPA 3 - San Gabriel,8833,10003126.3535156,12788.1726006606
06037463602,1029,1244,5811,17.7,21.4,District 5,City of Pasadena,SPA 3 - San Gabriel,8834,9972639.0234375,12756.7370893487
06037463700,188,260,3429,5.5,7.6,District 5,City of Pasadena,SPA 3 - San Gabriel,8835,18598627.4755859,17865.1404939212
06037463800,98,253,3962,2.5,6.4,District 5,City of Pasadena,SPA 3 - San Gabriel,8836,31183979.8886719,28673.9794837031
06037463900,147,284,2940,5,9.7,District 5,City of Pasadena,SPA 3 - San Gabriel,8837,20298733.8085938,19157.9145807507
06037464000,212,474,5297,4,8.9,District 5,City of Pasadena,SPA 3 - San Gabriel,8838,33924665.6035156,26064.2353990757
06037464101,52,88,2223,2.3,4,District 5,City of San Marino,SPA 3 - San Gabriel,8839,34375318.2753906,32849.2327214682
06037464102,413,478,4381,9.4,10.9,District 5,City of San Marino,SPA 3 - San Gabriel,8840,33122193.6855469,40248.7688513516
06037464200,247,524,5675,4.4,9.2,District 5,City of San Marino,SPA 3 - San Gabriel,8841,37252616.0996094,25786.689753224
06037480002,366,515,3779,9.7,13.6,District 5,Unincorporated - Northeast San Gabriel,SPA 3 - San Gabriel,8842,15092792.8017578,17214.7648030099
06037480011,887,1715,5161,17.2,33.2,District 5,Unincorporated - Northeast San Gabriel,SPA 3 - San Gabriel,8843,12178930.1933594,13982.3219272886
06037480012,461,947,4712,9.8,20.1,District 5,Unincorporated - Northeast San Gabriel,SPA 3 - San Gabriel,8844,13774917.0341797,15220.1573762531
06037480101,481,1278,4039,11.9,31.6,District 5,City of Temple City,SPA 3 - San Gabriel,8845,12266706.0703125,14462.2760676228
06037480102,338,836,3885,8.7,21.5,District 5,Unincorporated - Northeast San Gabriel,SPA 3 - San Gabriel,8846,13202875.2763672,14849.329759664
06037480201,100,226,3646,2.7,6.2,District 1,City of San Gabriel,SPA 3 - San Gabriel,8847,16327747.1533203,19207.5137792437
06037480202,136,328,2712,5,12.1,District 1,City of San Gabriel,SPA 3 - San Gabriel,8848,16363185.03125,16205.813826984
06037480302,496,757,3992,12.4,19,District 1,City of Alhambra,SPA 3 - San Gabriel,8849,11402276.5810547,14941.9141438075
06037480303,316,888,4426,7.1,20.1,District 1,City of Alhambra,SPA 3 - San Gabriel,8850,4865326.18066406,8952.01808057714
06037480304,446,1016,4043,11,25.1,District 1,City of Alhambra,SPA 3 - San Gabriel,8851,4694539.04101563,8991.73942787995
06037480400,729,1488,5889,12.4,25.3,District 1,City of Alhambra,SPA 3 - San Gabriel,8852,13808255.5205078,17477.3825016963
06037480500,132,438,5298,2.5,8.3,District 5,City of South Pasadena,SPA 3 - San Gabriel,8853,22824045.7539063,24170.3729214288
06037480601,294,410,4044,7.3,10.1,District 5,City of South Pasadena,SPA 3 - San Gabriel,8854,7344859.69433594,13537.4358225089
06037480602,81,420,4153,2,10.1,District 5,City of South Pasadena,SPA 3 - San Gabriel,8855,18050824.5244141,21828.9126488518
06037480702,140,314,4501,3.1,7,District 5,City of South Pasadena,SPA 3 - San Gabriel,8856,23608651.3525391,21334.5484162233
06037480703,366,430,4074,9,10.6,District 5,City of South Pasadena,SPA 3 - San Gabriel,8857,11939537.6083984,21344.667300675
06037480704,324,711,4057,8,17.5,District 5,City of South Pasadena,SPA 3 - San Gabriel,8858,11628654.5302734,17392.3801961666
06037480802,476,863,3154,15.1,27.4,District 1,City of Alhambra,SPA 3 - San Gabriel,8859,18486501.6972656,17604.1705206616
06037480803,350,673,3008,11.6,22.4,District 1,City of Alhambra,SPA 3 - San Gabriel,8860,11850820.71875,14202.8902151516
